,data,hora,rodovia,km,municipio,tipo,gravidade,latitude,longitude
0,2019-01-01,03:30:00,304.0,288,MACAIBA,Colisão frontal,Com Vítimas Fatais,-5.889564,-35.489544
2,2019-01-02,08:50:00,304.0,25,MOSSORO,Colisão lateral,Com Vítimas Feridas,-5.064882,-37.33287
5,2019-01-02,14:10:00,304.0,294,MACAIBA,Colisão traseira,Sem Vítimas,-5.864849,-35.349312
7,2019-01-02,22:50:00,101.0,83,NATAL,Atropelamento de Pedestre,Com Vítimas Feridas,-5.771044,-35.266171
9,2019-01-03,14:40:00,101.0,110,PARNAMIRIM,Colisão transversal,Com Vítimas Feridas,-5.946376,-35.264851
11,2019-01-04,10:20:00,304.0,193,LAJES,Colisão transversal,Com Vítimas Feridas,-5.705923,-36.233528
13,2019-01-05,09:00:00,101.0,102,PARNAMIRIM,Colisão transversal,Com Vítimas Feridas,-5.88861,-35.24033
16,2019-01-06,17:45:00,101.0,84,SAO GONCALO DO AMARANTE,Queda de ocupante de veículo,Com Vítimas Feridas,-5.774175,-35.257801
19,2019-01-06,17:45:00,101.0,84,SAO GONCALO DO AMARANTE,Colisão traseira,Com Vítimas Feridas,-5.774175,-35.257801
22,2019-01-07,09:00:00,101.0,97,NATAL,Atropelamento de Pedestre,Com Vítimas Feridas,-5.857612,-35.212723
24,2019-01-11,19:00:00,110.0,1,AREIA BRANCA,Queda de ocupante de veículo,Com Vítimas Feridas,-4.95345832,-37.12881088
27,2019-01-11,19:00:00,110.0,1,AREIA BRANCA,Colisão lateral,Com Vítimas Feridas,-4.95345832,-37.12881088
30,2019-01-11,19:04:00,405.0,76,APODI,Colisão transversal,Com Vítimas Feridas,-5.652425,-37.799461
32,2019-01-12,09:00:00,101.0,84,NATAL,Colisão traseira,Com Vítimas Feridas,-5.774175,-35.257801
34,2019-01-12,14:50:00,101.0,58,CEARA-MIRIM,Colisão transversal,Com Vítimas Feridas,-5.587615,-35.276676
37,2019-01-13,18:30:00,427.0,95,CAICO,Atropelamento de Animal,Com Vítimas Feridas,-6.477626,-37.070442
38,2019-01-14,01:50:00,101.0,110,PARNAMIRIM,Capotamento,Com Vítimas Feridas,-5.946376,-35.264851
44,2019-01-14,01:50:00,101.0,110,PARNAMIRIM,Colisão lateral,Com Vítimas Feridas,-5.946376,-35.264851
50,2019-01-15,17:30:00,101.0,86,NATAL,Queda de ocupante de veículo,Com Vítimas Feridas,-5.786297,-35.245651
60,2019-01-15,17:30:00,101.0,86,NATAL,Colisão lateral,Com Vítimas Feridas,-5.786297,-35.245651
70,2019-01-07,16:13:00,101.0,95,NATAL,Colisão transversal,Com Vítimas Feridas,-5.840768,-35.210358
72,2019-01-16,16:55:00,101.0,98,NATAL,Colisão traseira,Com Vítimas Feridas,-5.865723,-35.216537
73,2019-01-16,22:15:00,101.0,83,NATAL,Colisão transversal,Com Vítimas Feridas,-5.771044,-35.266171
76,2019-01-17,22:30:00,110.0,51,MOSSORO,Atropelamento de Pedestre,Com Vítimas Feridas,-5.226844,-37.33197
80,2019-01-18,22:30:00,101.0,97,NATAL,Colisão lateral,Com Vítimas Feridas,-5.857612,-35.212723
83,2019-01-19,20:30:00,101.0,85,NATAL,Atropelamento de Pedestre,Com Vítimas Feridas,-5.777664,-35.249371
86,2019-01-19,21:45:00,304.0,123,ITAJA,Atropelamento de Animal,Com Vítimas Feridas,-5.65378,-36.815922
87,2019-01-20,22:45:00,101.0,78,NATAL,Colisão transversal,Com Vítimas Feridas,-5.740798,-35.290199
91,2019-01-21,16:30:00,304.0,116,ITAJA,Colisão lateral,Com Vítimas Feridas,-5.629953,-36.864231
95,2019-01-22,10:00:00,101.0,107,PARNAMIRIM,Colisão lateral,Sem Vítimas,-5.919193,-35.264118
97,2019-01-24,02:50:00,304.0,210,CAICARA DO RIO DO VENTO,Colisão traseira,Com Vítimas Feridas,-5.757041,-35.988892
99,2019-01-24,10:10:00,405.0,2,MOSSORO,Colisão transversal,Com Vítimas Feridas,-5.192827,-37.371124
102,2019-01-25,13:50:00,226.0,12,MACAIBA,Colisão traseira,Com Vítimas Feridas,-5.847669,-35.312698
106,2019-01-25,18:35:00,406.0,116,POCO BRANCO,Atropelamento de Animal,Com Vítimas Feridas,-5.57771698,-35.68771362
110,2019-01-26,08:30:00,101.0,135,SAO JOSE DE MIPIBU,Colisão traseira,Com Vítimas Feridas,-6.164453,-35.224861
112,2019-01-27,04:30:00,406.0,170,SAO GONCALO DO AMARANTE,Colisão com objeto estático,Sem Vítimas,-5.75917255,-35.29731274
113,2019-01-27,04:30:00,406.0,170,SAO GONCALO DO AMARANTE,Saída de leito carroçável,Sem Vítimas,-5.75917255,-35.29731274
114,2019-01-27,12:10:00,406.0,169,SAO GONCALO DO AMARANTE,Tombamento,Com Vítimas Feridas,-5.756651,-35.304758
118,2019-01-27,12:10:00,406.0,169,SAO GONCALO DO AMARANTE,Colisão transversal,Com Vítimas Feridas,-5.756651,-35.304758
122,2019-01-29,07:45:00,101.0,106,PARNAMIRIM,Queda de ocupante de veículo,Com Vítimas Feridas,-5.910553,-35.261307
125,2019-01-29,07:45:00,101.0,106,PARNAMIRIM,Atropelamento de Pedestre,Com Vítimas Feridas,-5.910553,-35.261307
128,2019-01-29,10:00:00,427.0,98,CAICO,Colisão transversal,Com Vítimas Feridas,-6.46277807,-37.09384561
130,2019-01-27,04:30:00,406.0,125,TAIPU,Atropelamento de Animal,Com Vítimas Feridas,-5.59821846,-35.62213898
131,2019-01-30,12:35:00,101.0,95,NATAL,Colisão lateral,Sem Vítimas,-5.840768,-35.210358
135,2019-01-30,13:40:00,101.0,99,NATAL,Colisão transversal,Com Vítimas Feridas,-5.87365,-35.220673
137,2019-01-30,14:10:00,101.0,97,NATAL,Engavetamento,Com Vítimas Feridas,-5.857612,-35.212723
143,2019-01-30,14:41:00,101.0,130,SAO JOSE DE MIPIBU,Capotamento,Com Vítimas Fatais,-6.119429,-35.229355
145,2019-01-30,14:41:00,101.0,130,SAO JOSE DE MIPIBU,Saída de leito carroçável,Com Vítimas Fatais,-6.119429,-35.229355
147,2019-01-30,14:41:00,101.0,130,SAO JOSE DE MIPIBU,Colisão com objeto estático,Com Vítimas Fatais,-6.119429,-35.229355
149,2019-01-30,22:00:00,304.0,34,MOSSORO,Atropelamento de Pedestre,Com Vítimas Feridas,-5.152564,-37.34874
153,2019-02-01,00:20:00,101.0,99,NATAL,Colisão lateral,Com Vítimas Feridas,-5.87365,-35.220673
155,2019-02-02,10:30:00,226.0,166,CURRAIS NOVOS,Tombamento,Com Vítimas Feridas,-6.204627,-36.402527
158,2019-02-03,06:47:00,304.0,289,MACAIBA,Colisão traseira,Com Vítimas Feridas,-5.864849,-35.349312
162,2019-02-03,17:50:00,304.0,50,MOSSORO,Tombamento,Com Vítimas Feridas,-5.253801,-37.307918
164,2019-02-03,19:00:00,405.0,146,CEARA-MIRIM,Colisão frontal,Com Vítimas Feridas,-5.64507088,-35.46878457
167,2019-02-04,07:20:00,304.0,41,MOSSORO,Colisão frontal,Com Vítimas Feridas,-5.204859,-37.376148
169,2019-02-04,07:20:00,406.0,156,CEARA-MIRIM,Colisão traseira,Com Vítimas Feridas,-5.67577584,-35.4006958
171,2019-02-04,17:15:00,304.0,47,MOSSORO,Queda de ocupante de veículo,Com Vítimas Feridas,-5.2267718,-37.3230583
180,2019-02-04,17:15:00,304.0,47,MOSSORO,Tombamento,Com Vítimas Feridas,-5.2267718,-37.3230583
189,2019-02-04,17:15:00,304.0,47,MOSSORO,Colisão traseira,Com Vítimas Feridas,-5.2267718,-37.3230583
198,2019-02-07,12:30:00,101.0,107,PARNAMIRIM,Colisão transversal,Sem Vítimas,-5.919193,-35.264118
200,2019-02-07,14:15:00,304.0,184,ANGICOS,Saída de leito carroçável,Com Vítimas Feridas,-5.690064,-36.302021
204,2019-02-07,14:15:00,304.0,184,ANGICOS,Capotamento,Com Vítimas Feridas,-5.690064,-36.302021
208,2019-02-08,06:05:00,101.0,108,PARNAMIRIM,Colisão lateral,Com Vítimas Feridas,-5.92823,-35.264656
210,2019-02-09,04:30:00,406.0,156,CEARA-MIRIM,Queda de ocupante de veículo,Com Vítimas Feridas,-5.67577584,-35.4006958
212,2019-02-12,18:15:00,226.0,55,SENADOR ELOI DE SOUZA,Colisão com objeto em movimento,Sem Vítimas,-6.02469561,-35.65889597
213,2019-02-13,07:10:00,110.0,46,MOSSORO,Colisão transversal,Com Vítimas Feridas,-5.203384,-37.325634
215,2019-02-13,07:25:00,101.0,73,NATAL,Colisão transversal,Com Vítimas Feridas,-5.706872,-35.266884
217,2019-02-13,11:50:00,101.0,127,SAO JOSE DE MIPIBU,Colisão traseira,Com Vítimas Feridas,-6.095275,-35.234322
219,2019-02-14,19:45:00,406.0,169,SAO GONCALO DO AMARANTE,Colisão lateral,Com Vítimas Feridas,-5.756651,-35.304758
222,2019-02-15,12:50:00,406.0,134,TAIPU,Colisão lateral,Sem Vítimas,-5.655854,-35.570903
226,2019-02-18,12:55:00,304.0,284,MACAIBA,Queda de ocupante de veículo,Com Vítimas Feridas,-5.889564,-35.489544
232,2019-02-18,12:55:00,304.0,284,MACAIBA,Colisão lateral,Com Vítimas Feridas,-5.889564,-35.489544
238,2019-02-19,07:40:00,101.0,99,NATAL,Engavetamento,Sem Vítimas,-5.87365,-35.220673
241,2019-02-20,04:30:00,101.0,148,GOIANINHA,Colisão com objeto estático,Sem Vítimas,-6.279491,-35.204899
244,2019-02-20,13:50:00,406.0,167,SAO GONCALO DO AMARANTE,Colisão com objeto estático,Sem Vítimas,-5.748743,-35.326548
245,2019-02-22,09:10:00,406.0,150,CEARA-MIRIM,Saída de leito carroçável,Sem Vítimas,-5.672193,-35.404501
246,2019-02-22,23:30:00,304.0,180,ANGICOS,Capotamento,Com Vítimas Feridas,-5.690104,-36.311028
247,2019-02-25,17:55:00,406.0,103,JOAO CAMARA,Queda de ocupante de veículo,Com Vítimas Feridas,-5.53564401,-35.81467867
249,2019-02-25,17:55:00,406.0,103,JOAO CAMARA,Tombamento,Com Vítimas Feridas,-5.53564401,-35.81467867
251,2019-02-25,17:55:00,406.0,103,JOAO CAMARA,Colisão transversal,Com Vítimas Feridas,-5.53564401,-35.81467867
253,2019-02-26,18:28:00,304.0,31,MOSSORO,Atropelamento de Animal,Com Vítimas Feridas,-5.125933,-37.342953
255,2019-02-26,20:20:00,304.0,82,MOSSORO,Saída de leito carroçável,Com Vítimas Feridas,-5.487455,-37.158227
256,2019-02-27,05:35:00,101.0,106,PARNAMIRIM,Queda de ocupante de veículo,Com Vítimas Feridas,-5.910553,-35.261307
257,2019-02-19,01:00:00,101.0,112,SAO JOSE DE MIPIBU,Capotamento,Com Vítimas Feridas,-5.9643,-35.264877
262,2019-02-19,01:00:00,101.0,112,SAO JOSE DE MIPIBU,Colisão com objeto estático,Com Vítimas Feridas,-5.9643,-35.264877
267,2019-02-22,15:20:00,101.0,95,NATAL,Colisão traseira,Com Vítimas Feridas,-5.840768,-35.210358
273,2019-02-28,14:00:00,101.0,157,CANGUARETAMA,Colisão lateral,Com Vítimas Feridas,-6.347917,-35.165813
275,2019-03-07,18:00:00,405.0,1,MOSSORO,Colisão lateral,Com Vítimas Feridas,-5.19170196,-37.361471
277,2019-03-07,20:25:00,101.0,113,PARNAMIRIM,Tombamento,Com Vítimas Feridas,-5.973247,-35.26489
281,2019-03-07,20:25:00,101.0,113,PARNAMIRIM,Colisão traseira,Com Vítimas Feridas,-5.973247,-35.26489
285,2019-03-08,17:30:00,101.0,106,PARNAMIRIM,Colisão lateral,Com Vítimas Feridas,-5.910553,-35.261307
287,2019-03-08,22:00:00,110.0,47,MOSSORO,Colisão transversal,Com Vítimas Feridas,-5.20338376,-37.32563418
290,2019-03-09,10:30:00,101.0,101,PARNAMIRIM,Atropelamento de Pedestre,Com Vítimas Feridas,-5.88681084,-35.23143404
292,2019-03-12,06:50:00,101.0,84,NATAL,Tombamento,Com Vítimas Feridas,-5.774175,-35.257801
295,2019-03-12,07:15:00,405.0,155,PAU DOS FERROS,Colisão frontal,Com Vítimas Feridas,-6.14970137,-38.20583544
299,2019-03-13,13:55:00,110.0,49,MOSSORO,Colisão traseira,Sem Vítimas,-5.21749782,-37.32858365
302,2019-03-14,14:00:00,226.0,3,NATAL,Colisão frontal,Com Vítimas Feridas,-5.82085671,-35.25187091
306,2019-03-14,14:00:00,226.0,3,NATAL,Colisão lateral,Com Vítimas Feridas,-5.82085671,-35.25187091
310,2019-01-26,11:00:00,110.0,47,MOSSORO,Colisão transversal,Com Vítimas Feridas,-5.20338376,-37.32563418
312,2019-03-15,10:45:00,304.0,249,SANTA MARIA,Incêndio,Sem Vítimas,-5.82888181,-35.76257697
313,2019-03-15,17:10:00,101.0,103,PARNAMIRIM,Colisão traseira,Com Vítimas Feridas,-5.89034022,-35.24894996
315,2019-03-16,07:50:00,101.0,108,PARNAMIRIM,Colisão traseira,Com Vítimas Feridas,-5.92823,-35.264656
317,2019-03-16,12:15:00,101.0,95,NATAL,Colisão lateral,Com Vítimas Feridas,-5.840768,-35.210358
319,2019-03-16,14:00:00,101.0,95,NATAL,Colisão traseira,Com Vítimas Feridas,-5.840768,-35.210358
325,2019-03-17,22:30:00,101.0,96,NATAL,Tombamento,Com Vítimas Feridas,-5.84949622,-35.20890752
329,2019-03-17,22:30:00,101.0,96,NATAL,Colisão lateral,Com Vítimas Feridas,-5.84949622,-35.20890752
333,2019-03-18,07:10:00,405.0,1,MOSSORO,Queda de ocupante de veículo,Com Vítimas Feridas,-5.19170196,-37.361471
337,2019-03-18,07:10:00,405.0,1,MOSSORO,Colisão traseira,Com Vítimas Feridas,-5.19170196,-37.361471
341,2019-03-18,17:10:00,226.0,33,MACAIBA,Colisão transversal,Sem Vítimas,-5.89008802,-35.49127599
347,2019-03-19,19:45:00,101.0,106,PARNAMIRIM,Atropelamento de Pedestre,Com Vítimas Feridas,-5.910553,-35.261307
349,2019-03-20,16:47:00,226.0,1,NATAL,Colisão lateral,Sem Vítimas,-5.80642132,-35.24167278
355,2019-03-21,17:49:00,304.0,47,MOSSORO,Queda de ocupante de veículo,Com Vítimas Feridas,-5.2267718,-37.3230583
357,2019-03-21,17:49:00,304.0,47,MOSSORO,Colisão traseira,Com Vítimas Feridas,-5.2267718,-37.3230583
359,2019-03-23,01:30:00,427.0,99,CAICO,Colisão transversal,Com Vítimas Feridas,-6.45929918,-37.09847983
361,2019-03-23,04:00:00,101.0,107,PARNAMIRIM,Colisão traseira,Com Vítimas Feridas,-5.919193,-35.264118
363,2019-03-24,23:00:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
366,2019-03-26,11:15:00,406.0,170,SAO GONCALO DO AMARANTE,Colisão traseira,Com Vítimas Feridas,-5.75917255,-35.29731274
368,2019-03-27,19:05:00,101.0,0,NATAL,Colisão traseira,Com Vítimas Feridas,-5.77273555,-35.26180413
371,2019-03-28,17:50:00,101.0,125,SAO JOSE DE MIPIBU,Colisão transversal,Com Vítimas Feridas,-6.07815599,-35.23412006
373,2019-03-28,23:00:00,101.0,109,PARNAMIRIM,Colisão frontal,Com Vítimas Feridas,-5.937378,-35.26483
377,2019-03-29,07:40:00,101.0,0,SAO GONCALO DO AMARANTE,Colisão lateral,Com Vítimas Feridas,-5.77273555,-35.26180413
380,2019-03-29,13:45:00,101.0,100,NATAL,Tombamento,Com Vítimas Feridas,-5.88106901,-35.22542396
382,2019-03-29,13:45:00,101.0,100,NATAL,Colisão lateral,Com Vítimas Feridas,-5.88106901,-35.22542396
384,2019-04-01,11:40:00,101.0,99,NATAL,Colisão traseira,Com Vítimas Feridas,-5.87365,-35.220673
386,2019-04-01,15:00:00,304.0,31,MOSSORO,Queda de ocupante de veículo,Com Vítimas Feridas,-5.125933,-37.342953
387,2019-04-03,14:10:00,101.0,109,PARNAMIRIM,Saída de leito carroçável,Com Vítimas Feridas,-5.937378,-35.26483
388,2019-04-03,18:07:00,304.0,40,MOSSORO,Colisão transversal,Sem Vítimas,-5.196199,-37.3785
390,2019-04-03,21:00:00,304.0,297,MACAIBA,Queda de ocupante de veículo,Com Vítimas Feridas,-5.86534101,-35.340694
392,2019-04-03,21:00:00,304.0,297,MACAIBA,Tombamento,Com Vítimas Feridas,-5.86534101,-35.340694
394,2019-04-03,21:00:00,304.0,297,MACAIBA,Colisão traseira,Com Vítimas Feridas,-5.86534101,-35.340694
396,2019-04-04,10:45:00,406.0,150,CEARA-MIRIM,Colisão transversal,Com Vítimas Feridas,-5.672193,-35.404501
398,2019-04-04,16:30:00,101.0,151,GOIANINHA,Colisão frontal,Com Vítimas Feridas,-6.30228615,-35.19185327
400,2019-04-05,07:40:00,101.0,99,PARNAMIRIM,Colisão transversal,Com Vítimas Feridas,-5.87365,-35.220673
402,2019-04-05,17:20:00,101.0,146,GOIANINHA,Colisão frontal,Com Vítimas Feridas,-6.26255354,-35.21147156
406,2019-04-06,14:40:00,101.0,81,NATAL,Colisão traseira,Com Vítimas Feridas,-5.76469466,-35.28295988
409,2019-04-06,14:40:00,101.0,81,NATAL,Queda de ocupante de veículo,Com Vítimas Feridas,-5.76469466,-35.28295988
412,2019-04-08,08:40:00,101.0,96,NATAL,Colisão lateral,Com Vítimas Feridas,-5.84949622,-35.20890752
414,2019-04-08,11:30:00,304.0,40,MOSSORO,Colisão com objeto estático,Sem Vítimas,-5.196199,-37.3785
416,2019-04-08,11:30:00,304.0,40,MOSSORO,Colisão lateral,Sem Vítimas,-5.196199,-37.3785
418,2019-04-08,13:30:00,226.0,82,TANGARA,Colisão frontal,Com Vítimas Feridas,-6.19172946,-35.79119344
420,2019-04-09,01:20:00,101.0,135,ARES,Colisão traseira,Com Vítimas Feridas,-6.164453,-35.224861
421,2019-04-09,07:00:00,304.0,113,ACU,Capotamento,Com Vítimas Feridas,-5.60581126,-36.91306313
425,2019-04-09,07:00:00,304.0,113,ACU,Saída de leito carroçável,Com Vítimas Feridas,-5.60581126,-36.91306313
429,2019-04-09,07:00:00,304.0,113,ACU,Colisão lateral,Com Vítimas Feridas,-5.60581126,-36.91306313
433,2019-04-09,07:25:00,101.0,97,NATAL,Colisão traseira,Com Vítimas Feridas,-5.857612,-35.212723
435,2019-04-09,09:30:00,101.0,100,NATAL,Colisão lateral,Com Vítimas Feridas,-5.88106901,-35.22542396
437,2019-04-09,12:35:00,101.0,107,PARNAMIRIM,Colisão transversal,Com Vítimas Feridas,-5.919193,-35.264118
439,2019-04-10,07:20:00,101.0,120,SAO JOSE DE MIPIBU,Colisão traseira,Com Vítimas Feridas,-6.03418788,-35.24864052
441,2019-04-11,06:30:00,101.0,94,NATAL,Queda de ocupante de veículo,Com Vítimas Feridas,-5.83176615,-35.21191342
443,2019-04-11,06:30:00,101.0,94,NATAL,Tombamento,Com Vítimas Feridas,-5.83176615,-35.21191342
445,2019-04-11,06:30:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
447,2019-04-12,09:10:00,304.0,304,PARNAMIRIM,Colisão lateral,Sem Vítimas,-5.88497076,-35.28078192
449,2019-04-12,15:30:00,406.0,168,SAO GONCALO DO AMARANTE,Colisão lateral,Com Vítimas Feridas,-5.75269453,-35.31535484
451,2019-03-31,18:05:00,101.0,120,SAO JOSE DE MIPIBU,Colisão com objeto estático,Sem Vítimas,-6.03418788,-35.24864052
452,2019-03-31,18:05:00,101.0,120,SAO JOSE DE MIPIBU,Saída de leito carroçável,Sem Vítimas,-6.03418788,-35.24864052
453,2019-04-12,22:00:00,405.0,155,PAU DOS FERROS,Atropelamento de Animal,Com Vítimas Feridas,-6.14970137,-38.20583544
455,2019-04-13,06:20:00,101.0,147,GOIANINHA,Colisão transversal,Com Vítimas Feridas,-6.27145987,-35.20823975
457,2019-04-01,10:00:00,304.0,133,ANGICOS,Colisão lateral,Com Vítimas Feridas,-5.66041541,-36.74426003
459,2019-04-15,16:40:00,304.0,302,MACAIBA,Tombamento,Com Vítimas Feridas,-5.87937446,-35.29790983
461,2019-04-15,16:40:00,304.0,302,MACAIBA,Saída de leito carroçável,Com Vítimas Feridas,-5.87937446,-35.29790983
463,2019-04-15,16:40:00,304.0,302,MACAIBA,Queda de ocupante de veículo,Com Vítimas Feridas,-5.87937446,-35.29790983
465,2019-04-16,08:30:00,101.0,95,NATAL,Colisão traseira,Com Vítimas Feridas,-5.840768,-35.210358
467,2019-04-16,14:10:00,304.0,298,MACAIBA,Colisão traseira,Com Vítimas Feridas,-5.8682343,-35.3321791
469,2019-04-16,20:25:00,101.0,80,NATAL,Atropelamento de Animal,Com Vítimas Feridas,-5.75852229,-35.28806121
471,2019-04-17,07:40:00,406.0,150,CEARA-MIRIM,Colisão lateral,Com Vítimas Feridas,-5.672193,-35.404501
473,2019-04-17,12:00:00,406.0,142,CEARA-MIRIM,Colisão traseira,Sem Vítimas,-5.64924915,-35.50380798
475,2019-04-18,06:25:00,101.0,106,PARNAMIRIM,Colisão lateral,Com Vítimas Feridas,-5.910553,-35.261307
477,2019-04-18,11:15:00,226.0,111,SANTA CRUZ,Colisão frontal,Com Vítimas Feridas,-6.22841881,-36.0177456
479,2019-04-18,18:00:00,101.0,106,PARNAMIRIM,Atropelamento de Pedestre,Com Vítimas Feridas,-5.910553,-35.261307
481,2019-04-18,20:00:00,304.0,115,ACU,Colisão traseira,Com Vítimas Feridas,-5.61387215,-36.89679107
483,2019-04-19,20:50:00,110.0,47,MOSSORO,Colisão traseira,Com Vítimas Feridas,-5.20338376,-37.32563418
486,2019-04-21,19:00:00,427.0,101,CAICO,Colisão transversal,Com Vítimas Feridas,-6.45872403,-37.11513303
489,2019-04-22,15:15:00,304.0,32,MOSSORO,Colisão traseira,Com Vítimas Feridas,-5.13933087,-37.3456192
491,2019-04-23,08:30:00,101.0,98,NATAL,Colisão traseira,Com Vítimas Feridas,-5.865723,-35.216537
493,2019-04-23,14:25:00,110.0,49,MOSSORO,Queda de ocupante de veículo,Com Vítimas Feridas,-5.21749782,-37.32858365
495,2019-04-23,19:05:00,101.0,157,GOIANINHA,Colisão traseira,Com Vítimas Feridas,-6.347917,-35.165813
498,2019-04-25,21:50:00,101.0,95,NATAL,Colisão lateral,Com Vítimas Feridas,-5.840768,-35.210358
504,2019-04-27,06:45:00,101.0,124,SAO JOSE DE MIPIBU,Colisão traseira,Sem Vítimas,-6.07815599,-35.23412006
506,2019-04-27,15:30:00,427.0,100,CAICO,Colisão frontal,Com Vítimas Feridas,-6.46080976,-37.10724015
510,2019-04-28,17:40:00,304.0,297,MACAIBA,Colisão traseira,Sem Vítimas,-5.86534101,-35.340694
514,2019-04-28,19:20:00,101.0,96,NATAL,Colisão lateral,Com Vítimas Feridas,-5.84949622,-35.20890752
516,2019-04-29,07:00:00,304.0,295,MACAIBA,Colisão traseira,Com Vítimas Feridas,-5.86605927,-35.35822096
518,2019-05-01,05:00:00,406.0,169,SAO GONCALO DO AMARANTE,Saída de leito carroçável,Sem Vítimas,-5.756651,-35.304758
519,2019-05-01,13:15:00,101.0,99,NATAL,Colisão transversal,Com Vítimas Feridas,-5.87365,-35.220673
521,2019-05-02,14:10:00,101.0,104,PARNAMIRIM,Colisão transversal,Com Vítimas Feridas,-5.892745,-35.257225
525,2019-04-11,04:40:00,304.0,140,ANGICOS,Colisão frontal,Com Vítimas Feridas,-5.66657204,-36.68142801
529,2019-05-02,19:10:00,405.0,150,PAU DOS FERROS,Queda de ocupante de veículo,Com Vítimas Feridas,-6.10581398,-38.20595589
535,2019-05-02,19:10:00,405.0,150,PAU DOS FERROS,Colisão transversal,Com Vítimas Feridas,-6.10581398,-38.20595589
541,2019-05-02,22:55:00,101.0,169,CANGUARETAMA,Queda de ocupante de veículo,Com Vítimas Fatais,-6.440476,-35.112904
543,2019-05-03,14:20:00,101.0,106,PARNAMIRIM,Colisão traseira,Com Vítimas Feridas,-5.910553,-35.261307
545,2019-05-03,12:00:00,406.0,122,TAIPU,Capotamento,Com Vítimas Feridas,-5.58902879,-35.65036593
546,2019-04-14,05:00:00,226.0,2,NATAL,Tombamento,Com Vítimas Feridas,-5.81148191,-35.2454192
547,2019-05-04,12:00:00,406.0,163,CEARA-MIRIM,Colisão transversal,Com Vítimas Feridas,-5.73527201,-35.35543901
549,2019-05-04,19:40:00,101.0,75,NATAL,Queda de ocupante de veículo,Com Vítimas Feridas,-5.721906,-35.27672
550,2019-05-06,10:30:00,427.0,96,CAICO,Colisão transversal,Com Vítimas Feridas,-6.47209102,-37.07715101
552,2019-05-06,10:20:00,101.0,161,CANGUARETAMA,Colisão com objeto estático,Com Vítimas Feridas,-6.37832592,-35.14846487
554,2019-05-06,18:00:00,101.0,104,PARNAMIRIM,Tombamento,Com Vítimas Feridas,-5.892745,-35.257225
558,2019-05-06,18:00:00,101.0,104,PARNAMIRIM,Colisão frontal,Com Vítimas Feridas,-5.892745,-35.257225
562,2019-05-08,12:20:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
564,2019-05-08,17:50:00,406.0,124,POCO BRANCO,Colisão lateral,Com Vítimas Feridas,-5.59439394,-35.63312198
566,2019-05-09,09:40:00,101.0,95,NATAL,Colisão transversal,Com Vítimas Feridas,-5.840768,-35.210358
569,2019-05-09,11:10:00,101.0,103,PARNAMIRIM,Colisão lateral,Sem Vítimas,-5.89034022,-35.24894996
572,2019-05-10,03:50:00,304.0,288,MACAIBA,Capotamento,Sem Vítimas,-5.889564,-35.489544
574,2019-05-10,03:50:00,304.0,288,MACAIBA,Saída de leito carroçável,Sem Vítimas,-5.889564,-35.489544
576,2019-05-12,04:25:00,101.0,97,NATAL,Saída de leito carroçável,Com Vítimas Feridas,-5.857612,-35.212723
577,2019-05-12,11:25:00,101.0,104,PARNAMIRIM,Colisão lateral,Com Vítimas Feridas,-5.892745,-35.257225
581,2019-05-14,07:50:00,406.0,159,CEARA-MIRIM,Queda de ocupante de veículo,Com Vítimas Feridas,-5.7065959,-35.37766687
585,2019-05-14,07:50:00,406.0,159,CEARA-MIRIM,Colisão traseira,Com Vítimas Feridas,-5.7065959,-35.37766687
589,2019-05-15,14:40:00,427.0,96,CAICO,Colisão frontal,Com Vítimas Feridas,-6.47209102,-37.07715101
591,2019-05-16,05:15:00,101.0,102,PARNAMIRIM,Colisão com objeto estático,Com Vítimas Feridas,-5.88861,-35.24033
592,2019-05-16,07:55:00,101.0,116,SAO JOSE DE MIPIBU,Colisão traseira,Com Vítimas Feridas,-5.99923408,-35.26039018
598,2019-05-16,19:10:00,226.0,135,CAMPO REDONDO,Colisão transversal,Com Vítimas Feridas,-6.21010481,-36.18334187
600,2019-05-17,16:30:00,101.0,110,PARNAMIRIM,Colisão lateral,Com Vítimas Feridas,-5.946376,-35.264851
602,2019-05-18,07:00:00,101.0,107,PARNAMIRIM,Colisão lateral,Sem Vítimas,-5.919193,-35.264118
604,2019-05-18,11:50:00,101.0,98,NATAL,Colisão traseira,Sem Vítimas,-5.865723,-35.216537
606,2019-05-18,12:30:00,226.0,10,MACAIBA,Saída de leito carroçável,Com Vítimas Feridas,-5.84199104,-35.29535395
607,2019-05-19,17:50:00,406.0,150,CEARA-MIRIM,Colisão transversal,Com Vítimas Feridas,-5.672193,-35.404501
609,2019-05-21,10:20:00,101.0,176,CANGUARETAMA,Capotamento,Com Vítimas Feridas,-6.50166475,-35.11200246
612,2019-05-21,18:20:00,304.0,43,MOSSORO,Tombamento,Sem Vítimas,-5.218062,-37.364846
613,2019-05-21,18:20:00,304.0,43,MOSSORO,Saída de leito carroçável,Sem Vítimas,-5.218062,-37.364846
614,2019-05-22,07:00:00,101.0,106,PARNAMIRIM,Colisão traseira,Sem Vítimas,-5.910553,-35.261307
