,data,hora,rodovia,km,municipio,tipo,gravidade,latitude,longitude
3911,2020-09-27,21:30:00,101.0,161,CANGUARETAMA,Queda de ocupante de veículo,Com Vítimas Feridas,-6.37832592,-35.14846487
3915,2020-09-29,01:55:00,101.0,94,NATAL,Queda de ocupante de veículo,Com Vítimas Feridas,-5.83176615,-35.21191342
3921,2020-09-29,01:55:00,101.0,94,NATAL,Tombamento,Com Vítimas Feridas,-5.83176615,-35.21191342
3927,2020-09-29,05:30:00,304.0,40,MOSSORO,Queda de ocupante de veículo,Com Vítimas Feridas,-5.196199,-37.3785
3928,2020-09-29,11:30:00,405.0,73,APODI,Colisão transversal,Com Vítimas Fatais,-5.6262269,-37.79782904
3931,2020-09-30,18:20:00,101.0,85,NATAL,Queda de ocupante de veículo,Sem Vítimas,-5.777664,-35.249371
3937,2020-09-30,18:20:00,101.0,85,NATAL,Colisão traseira,Sem Vítimas,-5.777664,-35.249371
3943,2020-10-01,13:50:00,101.0,129,SAO JOSE DE MIPIBU,Colisão traseira,Com Vítimas Feridas,-6.112119,-35.233627
3946,2020-10-01,18:40:00,101.0,103,PARNAMIRIM,Tombamento,Com Vítimas Feridas,-5.89034022,-35.24894996
3948,2020-10-02,04:30:00,101.0,82,NATAL,Colisão com objeto estático,Com Vítimas Fatais,-5.76791511,-35.27456305
3949,2020-10-02,10:35:00,304.0,295,MACAIBA,Engavetamento,Sem Vítimas,-5.86605927,-35.35822096
3954,2020-10-02,18:30:00,110.0,46,MOSSORO,Colisão traseira,Sem Vítimas,-5.203384,-37.325634
3958,2020-10-03,03:45:00,101.0,109,PARNAMIRIM,Queda de ocupante de veículo,Com Vítimas Feridas,-5.937378,-35.26483
3959,2020-10-03,06:45:00,304.0,35,MOSSORO,Tombamento,Com Vítimas Feridas,-5.16149497,-37.35068212
3961,2020-10-03,15:40:00,304.0,40,MOSSORO,Capotamento,Com Vítimas Feridas,-5.196199,-37.3785
3963,2020-10-03,15:40:00,304.0,40,MOSSORO,Colisão transversal,Com Vítimas Feridas,-5.196199,-37.3785
3965,2020-10-03,18:05:00,101.0,148,GOIANINHA,Atropelamento de Pedestre,Com Vítimas Feridas,-6.279491,-35.204899
3969,2020-10-04,15:07:00,110.0,3,AREIA BRANCA,Colisão frontal,Sem Vítimas,-4.94073062,-37.10794982
3971,2020-10-04,20:15:00,101.0,85,NATAL,Colisão com objeto estático,Sem Vítimas,-5.777664,-35.249371
3975,2020-10-04,20:15:00,101.0,85,NATAL,Colisão lateral,Sem Vítimas,-5.777664,-35.249371
3979,2020-10-05,10:25:00,304.0,294,MACAIBA,Tombamento,Com Vítimas Feridas,-5.864849,-35.349312
3985,2020-10-05,10:25:00,304.0,294,MACAIBA,Colisão traseira,Com Vítimas Feridas,-5.864849,-35.349312
3991,2020-10-05,17:01:00,101.0,77,SAO GONCALO DO AMARANTE,Queda de ocupante de veículo,Com Vítimas Feridas,-5.73180495,-35.29112135
3993,2020-10-06,08:00:00,101.0,109,PARNAMIRIM,Colisão lateral,Com Vítimas Feridas,-5.937378,-35.26483
3995,2020-10-06,17:45:00,101.0,123,SAO JOSE DE MIPIBU,Tombamento,Com Vítimas Feridas,-6.06166101,-35.24094602
3997,2020-10-07,12:30:00,101.0,173,CANGUARETAMA,Colisão com objeto estático,Com Vítimas Feridas,-6.47531204,-35.11175864
3999,2020-10-07,12:30:00,101.0,173,CANGUARETAMA,Queda de ocupante de veículo,Com Vítimas Feridas,-6.47531204,-35.11175864
4001,2020-10-08,06:50:00,101.0,97,NATAL,Colisão lateral,Com Vítimas Feridas,-5.857612,-35.212723
4003,2020-09-12,20:00:00,406.0,163,SAO GONCALO DO AMARANTE,Colisão com objeto estático,Com Vítimas Fatais,-5.73527201,-35.35543901
4015,2020-10-08,11:50:00,304.0,283,MACAIBA,Colisão traseira,Sem Vítimas,-5.88178314,-35.46369696
4019,2020-10-08,12:15:00,101.0,125,SAO JOSE DE MIPIBU,Colisão transversal,Sem Vítimas,-6.07815599,-35.23412006
4020,2020-10-10,07:30:00,304.0,47,MOSSORO,Colisão traseira,Com Vítimas Feridas,-5.2267718,-37.3230583
4025,2020-10-10,07:30:00,304.0,47,MOSSORO,Colisão com objeto estático,Com Vítimas Feridas,-5.2267718,-37.3230583
4030,2020-10-12,04:30:00,101.0,99,PARNAMIRIM,Colisão com objeto estático,Com Vítimas Feridas,-5.87365,-35.220673
4031,2020-10-12,18:00:00,101.0,102,PARNAMIRIM,Capotamento,Com Vítimas Feridas,-5.88861,-35.24033
4032,2020-10-13,16:48:00,101.0,99,NATAL,Colisão lateral,Com Vítimas Feridas,-5.87365,-35.220673
4035,2020-10-13,18:00:00,304.0,160,ANGICOS,Tombamento,Com Vítimas Feridas,-5.68956173,-36.51082051
4037,2020-10-13,18:00:00,304.0,160,ANGICOS,Queda de ocupante de veículo,Com Vítimas Feridas,-5.68956173,-36.51082051
4039,2020-10-14,17:55:00,304.0,304,PARNAMIRIM,Colisão transversal,Com Vítimas Feridas,-5.88497076,-35.28078192
4041,2020-10-15,08:50:00,101.0,95,NATAL,Colisão traseira,Sem Vítimas,-5.840768,-35.210358
4061,2020-10-15,11:10:00,101.0,95,NATAL,Tombamento,Com Vítimas Feridas,-5.840768,-35.210358
4065,2020-10-15,11:10:00,101.0,95,NATAL,Colisão traseira,Com Vítimas Feridas,-5.840768,-35.210358
4069,2020-10-15,12:45:00,304.0,48,MOSSORO,Colisão transversal,Com Vítimas Feridas,-5.22868577,-37.32203081
4071,2020-10-15,13:45:00,110.0,47,MOSSORO,Colisão lateral,Sem Vítimas,-5.20338376,-37.32563418
4073,2020-10-17,16:10:00,101.0,108,PARNAMIRIM,Queda de ocupante de veículo,Com Vítimas Feridas,-5.92823,-35.264656
4074,2020-10-19,07:27:00,101.0,118,SAO JOSE DE MIPIBU,Queda de ocupante de veículo,Com Vítimas Feridas,-6.016059,-35.253475
4076,2020-10-19,07:27:00,101.0,118,SAO JOSE DE MIPIBU,Colisão lateral,Com Vítimas Feridas,-6.016059,-35.253475
4078,2020-10-19,13:45:00,101.0,107,PARNAMIRIM,Atropelamento de Pedestre,Com Vítimas Feridas,-5.919193,-35.264118
4080,2020-10-19,18:40:00,304.0,148,ANGICOS,Queda de ocupante de veículo,Com Vítimas Fatais,-5.67816135,-36.61037011
4082,2020-10-19,18:40:00,304.0,148,ANGICOS,Colisão traseira,Com Vítimas Fatais,-5.67816135,-36.61037011
4084,2020-10-20,13:20:00,110.0,46,MOSSORO,Queda de ocupante de veículo,Com Vítimas Feridas,-5.203384,-37.325634
4086,2020-10-20,13:20:00,110.0,46,MOSSORO,Colisão transversal,Com Vítimas Feridas,-5.203384,-37.325634
4088,2020-10-21,03:50:00,304.0,238,RIACHUELO,Colisão lateral,Com Vítimas Feridas,-5.7866951,-35.84739513
4094,2020-10-21,03:50:00,304.0,238,RIACHUELO,Saída de leito carroçável,Com Vítimas Feridas,-5.7866951,-35.84739513
4100,2020-10-21,12:00:00,101.0,106,PARNAMIRIM,Colisão transversal,Sem Vítimas,-5.910553,-35.261307
4101,2020-10-22,07:15:00,101.0,74,NATAL,Colisão frontal,Com Vítimas Feridas,-5.71406254,-35.27232767
4107,2020-09-28,16:30:00,101.0,104,PARNAMIRIM,Tombamento,Com Vítimas Feridas,-5.892745,-35.257225
4111,2020-09-28,16:30:00,101.0,104,PARNAMIRIM,Colisão lateral,Com Vítimas Feridas,-5.892745,-35.257225
4115,2020-10-24,18:00:00,406.0,154,CEARA-MIRIM,Colisão traseira,Com Vítimas Feridas,-5.67079426,-35.40552534
4117,2020-10-26,01:30:00,304.0,307,PARNAMIRIM,Capotamento,Com Vítimas Feridas,-5.8876927,-35.2721949
4118,2020-10-26,04:40:00,101.0,141,ARES,Queda de ocupante de veículo,Com Vítimas Feridas,-6.21554008,-35.21546521
4119,2020-10-26,06:15:00,101.0,124,SAO JOSE DE MIPIBU,Colisão transversal,Sem Vítimas,-6.07815599,-35.23412006
4121,2020-06-17,11:10:00,110.0,45,MOSSORO,Colisão transversal,Com Vítimas Feridas,-5.19257993,-37.31114905
4126,2020-05-02,19:15:00,405.0,86,APODI,Queda de ocupante de veículo,Com Vítimas Feridas,-5.71754777,-37.81582922
4128,2020-08-01,07:00:00,405.0,156,PAU DOS FERROS,Atropelamento de Pedestre,Com Vítimas Fatais,-6.15854069,-38.2077416
4130,2020-08-01,07:00:00,405.0,156,PAU DOS FERROS,Queda de ocupante de veículo,Com Vítimas Fatais,-6.15854069,-38.2077416
4132,2020-05-10,05:40:00,110.0,46,MOSSORO,Colisão transversal,Com Vítimas Feridas,-5.203384,-37.325634
4134,2020-10-29,08:25:00,304.0,299,MACAIBA,Colisão traseira,Com Vítimas Feridas,-5.87095859,-35.32359587
4138,2020-10-30,12:30:00,101.0,121,SAO JOSE DE MIPIBU,Capotamento,Com Vítimas Feridas,-6.04338592,-35.24621873
4141,2020-10-30,17:00:00,406.0,149,CEARA-MIRIM,Colisão traseira,Com Vítimas Feridas,-5.6485583,-35.44127004
4143,2020-10-30,17:45:00,406.0,149,CEARA-MIRIM,Colisão transversal,Com Vítimas Feridas,-5.6485583,-35.44127004
4145,2020-10-31,08:00:00,101.0,99,NATAL,Colisão lateral,Com Vítimas Feridas,-5.87365,-35.220673
4147,2020-10-31,07:55:00,101.0,85,SAO GONCALO DO AMARANTE,Queda de ocupante de veículo,Com Vítimas Feridas,-5.777664,-35.249371
4151,2020-10-31,07:55:00,101.0,85,SAO GONCALO DO AMARANTE,Colisão lateral,Com Vítimas Feridas,-5.777664,-35.249371
4155,2020-10-31,16:00:00,226.0,40,MACAIBA,Atropelamento de Pedestre,Com Vítimas Feridas,-5.92839425,-35.54055377
4159,2020-10-31,16:00:00,101.0,45,CEARA-MIRIM,Queda de ocupante de veículo,Com Vítimas Feridas,-5.489216,-35.323867
4160,2020-10-31,16:00:00,101.0,45,CEARA-MIRIM,Atropelamento de Animal,Com Vítimas Feridas,-5.489216,-35.323867
4161,2020-10-31,17:45:00,101.0,98,PARNAMIRIM,Tombamento,Com Vítimas Feridas,-5.865723,-35.216537
4165,2020-10-31,17:45:00,101.0,98,PARNAMIRIM,Colisão com objeto estático,Com Vítimas Feridas,-5.865723,-35.216537
4169,2020-10-31,21:00:00,406.0,169,SAO GONCALO DO AMARANTE,Atropelamento de Pedestre,Com Vítimas Feridas,-5.756651,-35.304758
4171,2020-10-31,18:30:00,405.0,187,MAJOR SALES,Colisão transversal,Com Vítimas Feridas,-6.40495897,-38.32241906
4173,2020-11-01,03:50:00,101.0,50,CEARA-MIRIM,Queda de ocupante de veículo,Com Vítimas Feridas,-5.58912394,-35.2756736
4174,2020-11-01,14:45:00,101.0,75,SAO GONCALO DO AMARANTE,Tombamento,Com Vítimas Feridas,-5.721906,-35.27672
4178,2020-11-01,14:45:00,101.0,75,SAO GONCALO DO AMARANTE,Colisão traseira,Com Vítimas Feridas,-5.721906,-35.27672
4182,2020-11-01,21:40:00,101.0,99,NATAL,Colisão transversal,Sem Vítimas,-5.87365,-35.220673
4184,2020-11-02,13:00:00,101.0,72,SAO GONCALO DO AMARANTE,Colisão transversal,Com Vítimas Feridas,-5.69866248,-35.26316835
4187,2020-11-02,13:50:00,101.0,95,NATAL,Colisão lateral,Com Vítimas Feridas,-5.840768,-35.210358
4189,2020-11-02,13:30:00,101.0,147,GOIANINHA,Colisão traseira,Sem Vítimas,-6.27145987,-35.20823975
4191,2020-11-03,06:00:00,304.0,68,MOSSORO,Colisão lateral,Com Vítimas Feridas,-5.386368,-37.234276
4193,2020-11-03,08:50:00,226.0,81,TANGARA,Colisão transversal,Sem Vítimas,-6.18906331,-35.78272296
4195,2020-11-03,13:50:00,226.0,48,BOM JESUS,Tombamento,Com Vítimas Feridas,-5.98530442,-35.58427376
4196,2020-11-03,14:30:00,304.0,204,LAJES,Tombamento,Com Vítimas Feridas,-5.73480279,-36.13047997
4201,2020-11-03,17:15:00,304.0,296,MACAIBA,Colisão lateral,Sem Vítimas,-5.86484905,-35.34931012
4203,2020-11-03,17:25:00,304.0,297,MACAIBA,Colisão lateral,Com Vítimas Feridas,-5.86534101,-35.340694
4205,2020-11-04,18:20:00,101.0,73,SAO GONCALO DO AMARANTE,Colisão transversal,Com Vítimas Feridas,-5.706872,-35.266884
4207,2020-11-05,09:40:00,226.0,159,CURRAIS NOVOS,Colisão traseira,Com Vítimas Feridas,-6.20030564,-36.38520007
4209,2020-11-05,10:00:00,101.0,108,PARNAMIRIM,Colisão traseira,Sem Vítimas,-5.92823,-35.264656
4210,2020-11-05,13:45:00,101.0,162,CANGUARETAMA,Colisão frontal,Com Vítimas Feridas,-6.38592723,-35.1441184
4212,2020-11-05,17:00:00,101.0,134,SAO JOSE DE MIPIBU,Capotamento,Com Vítimas Feridas,-6.15559697,-35.22641868
4214,2020-11-05,17:00:00,101.0,134,SAO JOSE DE MIPIBU,Colisão com objeto estático,Com Vítimas Feridas,-6.15559697,-35.22641868
4216,2020-11-05,18:50:00,101.0,81,NATAL,Colisão lateral,Sem Vítimas,-5.76469466,-35.28295988
4218,2020-11-06,17:00:00,406.0,168,SAO GONCALO DO AMARANTE,Colisão traseira,Com Vítimas Feridas,-5.75269453,-35.31535484
4220,2020-11-06,18:30:00,101.0,79,SAO GONCALO DO AMARANTE,Colisão traseira,Com Vítimas Feridas,-5.74962896,-35.28918369
4222,2020-11-07,06:59:00,101.0,97,NATAL,Tombamento,Com Vítimas Feridas,-5.857612,-35.212723
4228,2020-11-07,06:59:00,101.0,97,NATAL,Atropelamento de Pedestre,Com Vítimas Feridas,-5.857612,-35.212723
4234,2020-11-07,15:00:00,304.0,48,MOSSORO,Colisão transversal,Com Vítimas Feridas,-5.22868577,-37.32203081
4236,2020-11-07,13:20:00,405.0,1,MOSSORO,Colisão transversal,Com Vítimas Feridas,-5.19170196,-37.361471
4238,2020-11-07,16:45:00,101.0,104,PARNAMIRIM,Queda de ocupante de veículo,Com Vítimas Feridas,-5.892745,-35.257225
4241,2020-11-07,22:30:00,304.0,173,ANGICOS,Saída de leito carroçável,Com Vítimas Feridas,-5.68720751,-36.40136402
4242,2020-11-08,05:30:00,405.0,74,APODI,Capotamento,Com Vítimas Feridas,-5.63945414,-37.80018926
4243,2020-11-08,05:30:00,405.0,74,APODI,Saída de leito carroçável,Com Vítimas Feridas,-5.63945414,-37.80018926
4244,2020-11-09,05:30:00,304.0,296,MACAIBA,Colisão lateral,Sem Vítimas,-5.86484905,-35.34931012
4247,2020-11-09,08:00:00,406.0,102,JOAO CAMARA,Colisão com objeto estático,Com Vítimas Feridas,-5.52900453,-35.8176187
4251,2020-11-09,08:00:00,406.0,102,JOAO CAMARA,Colisão transversal,Com Vítimas Feridas,-5.52900453,-35.8176187
4255,2020-11-09,09:15:00,406.0,166,SAO GONCALO DO AMARANTE,Tombamento,Com Vítimas Feridas,-5.7466896,-35.33149685
4257,2020-11-09,09:15:00,406.0,166,SAO GONCALO DO AMARANTE,Colisão traseira,Com Vítimas Feridas,-5.7466896,-35.33149685
4259,2020-11-09,14:20:00,304.0,201,LAJES,Saída de leito carroçável,Com Vítimas Feridas,-5.72916561,-36.15682686
4265,2020-11-09,14:20:00,304.0,201,LAJES,Capotamento,Com Vítimas Feridas,-5.72916561,-36.15682686
4271,2020-11-12,10:00:00,101.0,99,NATAL,Colisão traseira,Sem Vítimas,-5.87365,-35.220673
4273,2020-11-12,13:10:00,304.0,244,RIACHUELO,Capotamento,Com Vítimas Feridas,-5.82218848,-35.80699614
4276,2020-11-13,06:35:00,304.0,287,MACAIBA,Colisão com objeto estático,Com Vítimas Feridas,-5.88694981,-35.48062048
4279,2020-11-13,00:25:00,304.0,207,LAJES,Colisão frontal,Com Vítimas Feridas,-5.73876969,-36.10371695
4281,2020-11-14,12:45:00,226.0,4,NATAL,Tombamento,Com Vítimas Feridas,-5.81613562,-35.24908846
4287,2020-11-14,12:45:00,226.0,4,NATAL,Colisão lateral,Com Vítimas Feridas,-5.81613562,-35.24908846
4293,2020-11-14,16:30:00,304.0,108,ACU,Saída de leito carroçável,Com Vítimas Feridas,-5.58636248,-36.95401396
4296,2020-11-14,16:30:00,304.0,108,ACU,Tombamento,Com Vítimas Feridas,-5.58636248,-36.95401396
4299,2020-11-15,00:15:00,101.0,112,PARNAMIRIM,Saída de leito carroçável,Sem Vítimas,-5.9643,-35.264877
4300,2020-11-15,05:00:00,304.0,293,MACAIBA,Colisão traseira,Com Vítimas Feridas,-5.86846237,-35.37602795
4302,2020-11-16,06:40:00,304.0,254,SANTA MARIA,Colisão traseira,Sem Vítimas,-5.83683576,-35.71822196
4304,2020-11-16,07:20:00,406.0,171,SAO GONCALO DO AMARANTE,Queda de ocupante de veículo,Com Vítimas Feridas,-5.76172663,-35.29115323
4306,2020-11-16,07:20:00,406.0,171,SAO GONCALO DO AMARANTE,Colisão traseira,Com Vítimas Feridas,-5.76172663,-35.29115323
4308,2020-11-16,14:40:00,406.0,150,CEARA-MIRIM,Queda de ocupante de veículo,Com Vítimas Feridas,-5.672193,-35.404501
4310,2020-11-16,19:15:00,405.0,123,TABOLEIRO GRANDE,Saída de leito carroçável,Sem Vítimas,-5.91358845,-38.08638977
4311,2020-11-17,03:20:00,406.0,157,CEARA-MIRIM,Capotamento,Com Vítimas Feridas,-5.69226503,-35.38879603
4312,2020-11-17,03:20:00,406.0,157,CEARA-MIRIM,Saída de leito carroçável,Com Vítimas Feridas,-5.69226503,-35.38879603
4313,2020-11-17,16:30:00,101.0,98,NATAL,Colisão lateral,Sem Vítimas,-5.865723,-35.216537
4314,2020-11-17,18:20:00,427.0,98,CAICO,Colisão com objeto estático,Com Vítimas Feridas,-6.46277807,-37.09384561
4318,2020-11-17,18:20:00,427.0,98,CAICO,Colisão traseira,Com Vítimas Feridas,-6.46277807,-37.09384561
4322,2020-11-18,14:10:00,101.0,82,SAO GONCALO DO AMARANTE,Colisão traseira,Com Vítimas Feridas,-5.76791511,-35.27456305
4324,2020-11-18,18:35:00,101.0,95,NATAL,Colisão lateral,Com Vítimas Feridas,-5.840768,-35.210358
4328,2020-11-18,18:35:00,101.0,95,NATAL,Colisão traseira,Com Vítimas Feridas,-5.840768,-35.210358
4332,2020-11-19,06:50:00,304.0,304,MACAIBA,Queda de ocupante de veículo,Com Vítimas Feridas,-5.88497076,-35.28078192
4333,2020-11-19,06:50:00,304.0,304,MACAIBA,Tombamento,Com Vítimas Feridas,-5.88497076,-35.28078192
4334,2020-11-19,17:50:00,406.0,162,CEARA-MIRIM,Colisão traseira,Com Vítimas Feridas,-5.7280941,-35.36099113
4338,2020-11-19,17:50:00,406.0,162,CEARA-MIRIM,Colisão frontal,Com Vítimas Feridas,-5.7280941,-35.36099113
4342,2020-11-20,11:50:00,101.0,124,SAO JOSE DE MIPIBU,Queda de ocupante de veículo,Com Vítimas Feridas,-6.07815599,-35.23412006
4344,2020-11-21,02:00:00,110.0,9,AREIA BRANCA,Saída de leito carroçável,Com Vítimas Feridas,-4.9853638,-37.08621039
4345,2020-11-21,06:20:00,101.0,116,SAO JOSE DE MIPIBU,Colisão transversal,Com Vítimas Feridas,-5.99923408,-35.26039018
4347,2020-11-21,09:00:00,101.0,84,NATAL,Colisão traseira,Com Vítimas Feridas,-5.774175,-35.257801
4353,2020-11-22,07:25:00,406.0,154,CEARA-MIRIM,Colisão traseira,Com Vítimas Feridas,-5.67079426,-35.40552534
4355,2020-11-23,10:50:00,101.0,83,NATAL,Colisão transversal,Com Vítimas Feridas,-5.771044,-35.266171
4357,2020-11-24,08:00:00,406.0,160,CEARA-MIRIM,Colisão traseira,Com Vítimas Feridas,-5.71375666,-35.37210457
4360,2020-11-24,19:40:00,101.0,101,PARNAMIRIM,Colisão traseira,Sem Vítimas,-5.88681084,-35.23143404
4364,2020-11-25,05:20:00,101.0,83,NATAL,Colisão traseira,Com Vítimas Feridas,-5.771044,-35.266171
4376,2020-11-22,12:22:00,226.0,246,JUCURUTU,Colisão lateral,Com Vítimas Feridas,-6.02803988,-37.0211299
4385,2020-11-22,12:22:00,226.0,246,JUCURUTU,Colisão com objeto estático,Com Vítimas Feridas,-6.02803988,-37.0211299
4394,2020-11-25,09:15:00,304.0,38,MOSSORO,Colisão traseira,Com Vítimas Feridas,-5.18138457,-37.36832252
4399,2020-11-25,12:30:00,101.0,107,PARNAMIRIM,Engavetamento,Sem Vítimas,-5.919193,-35.264118
4408,2020-11-25,15:00:00,304.0,290,MACAIBA,Engavetamento,Com Vítimas Feridas,-5.86659018,-35.40283899
4413,2020-11-27,18:45:00,304.0,140,ANGICOS,Atropelamento de Pedestre,Com Vítimas Fatais,-5.66657204,-36.68142801
4415,2020-11-28,12:40:00,226.0,60,SENADOR ELOI DE SOUZA,Colisão lateral,Com Vítimas Feridas,-6.04174716,-35.67141956
4421,2020-11-28,12:40:00,226.0,60,SENADOR ELOI DE SOUZA,Colisão frontal,Com Vítimas Feridas,-6.04174716,-35.67141956
4427,2020-11-28,16:28:00,226.0,14,MACAIBA,Tombamento,Com Vítimas Fatais,-5.85369361,-35.3275818
4437,2020-11-28,16:28:00,226.0,14,MACAIBA,Saída de leito carroçável,Com Vítimas Fatais,-5.85369361,-35.3275818
4447,2020-11-30,12:38:00,110.0,48,MOSSORO,Colisão transversal,Com Vítimas Feridas,-5.209,-37.333
4450,2020-11-30,17:20:00,101.0,98,NATAL,Colisão traseira,Sem Vítimas,-5.865723,-35.216537
4452,2020-12-01,00:30:00,304.0,34,MOSSORO,Derramamento de carga,Sem Vítimas,-5.152564,-37.34874
4455,2020-12-01,00:30:00,304.0,34,MOSSORO,Tombamento,Sem Vítimas,-5.152564,-37.34874
4458,2020-12-01,10:22:00,101.0,105,PARNAMIRIM,Colisão traseira,Com Vítimas Feridas,-5.90165196,-35.25928517
4463,2020-12-01,13:00:00,226.0,175,CURRAIS NOVOS,Queda de ocupante de veículo,Com Vítimas Feridas,-6.257745,-36.510166
4466,2020-12-01,13:00:00,226.0,175,CURRAIS NOVOS,Colisão transversal,Com Vítimas Feridas,-6.257745,-36.510166
4469,2020-12-01,12:05:00,101.0,95,NATAL,Colisão traseira,Com Vítimas Feridas,-5.840768,-35.210358
4471,2020-12-01,14:15:00,406.0,170,SAO GONCALO DO AMARANTE,Colisão transversal,Com Vítimas Feridas,-5.75917255,-35.29731274
4473,2020-12-01,19:15:00,101.0,119,SAO JOSE DE MIPIBU,Colisão traseira,Sem Vítimas,-6.02496757,-35.2509784
4475,2020-12-02,17:40:00,101.0,96,NATAL,Queda de ocupante de veículo,Com Vítimas Feridas,-5.84949622,-35.20890752
4479,2020-12-02,17:40:00,101.0,96,NATAL,Colisão traseira,Com Vítimas Feridas,-5.84949622,-35.20890752
4483,2020-12-02,22:10:00,101.0,112,SAO JOSE DE MIPIBU,Colisão traseira,Com Vítimas Feridas,-5.9643,-35.264877
4485,2020-12-03,06:15:00,226.0,2,NATAL,Colisão traseira,Sem Vítimas,-5.81148191,-35.2454192
4488,2020-12-03,07:15:00,304.0,37,MOSSORO,Queda de ocupante de veículo,Com Vítimas Feridas,-5.17455933,-37.36227171
4490,2020-12-03,07:15:00,304.0,37,MOSSORO,Tombamento,Com Vítimas Feridas,-5.17455933,-37.36227171
4492,2020-12-04,01:00:00,226.0,248,JUCURUTU,Tombamento,Com Vítimas Fatais,-6.02072651,-37.03285217
4494,2020-12-04,01:00:00,226.0,248,JUCURUTU,Queda de ocupante de veículo,Com Vítimas Fatais,-6.02072651,-37.03285217
4496,2020-12-04,01:00:00,226.0,248,JUCURUTU,Colisão com objeto estático,Com Vítimas Fatais,-6.02072651,-37.03285217
4498,2020-12-04,08:00:00,110.0,47,MOSSORO,Colisão transversal,Com Vítimas Feridas,-5.20338376,-37.32563418
4500,2020-12-04,21:00:00,304.0,216,CAICARA DO RIO DO VENTO,Capotamento,Com Vítimas Fatais,-5.75614196,-36.02459399
4503,2020-12-04,20:40:00,101.0,99,NATAL,Colisão lateral,Com Vítimas Feridas,-5.87365,-35.220673
4505,2020-12-05,19:15:00,406.0,156,CEARA-MIRIM,Colisão frontal,Com Vítimas Feridas,-5.67577584,-35.4006958
4509,2020-12-06,09:40:00,406.0,144,CEARA-MIRIM,Saída de leito carroçável,Com Vítimas Feridas,-5.64709081,-35.48593402
4514,2020-12-06,09:40:00,406.0,144,CEARA-MIRIM,Capotamento,Com Vítimas Feridas,-5.64709081,-35.48593402
4519,2020-12-06,16:45:00,304.0,294,MACAIBA,Colisão traseira,Sem Vítimas,-5.864849,-35.349312
4528,2020-12-06,18:25:00,101.0,97,NATAL,Colisão traseira,Sem Vítimas,-5.857612,-35.212723
4531,2020-12-06,18:45:00,101.0,97,NATAL,Queda de ocupante de veículo,Com Vítimas Feridas,-5.857612,-35.212723
4534,2020-12-06,18:45:00,101.0,97,NATAL,Tombamento,Com Vítimas Feridas,-5.857612,-35.212723
4537,2020-12-06,18:45:00,101.0,97,NATAL,Colisão traseira,Com Vítimas Feridas,-5.857612,-35.212723
4540,2020-12-06,21:15:00,226.0,1,NATAL,Colisão transversal,Com Vítimas Feridas,-5.80642132,-35.24167278
4544,2020-12-07,11:15:00,101.0,72,NATAL,Queda de ocupante de veículo,Com Vítimas Feridas,-5.69866248,-35.26316835
4546,2020-12-07,11:15:00,101.0,72,NATAL,Tombamento,Com Vítimas Feridas,-5.69866248,-35.26316835
4548,2020-12-07,11:15:00,101.0,72,NATAL,Colisão transversal,Com Vítimas Feridas,-5.69866248,-35.26316835
4550,2020-12-07,14:30:00,101.0,106,PARNAMIRIM,Colisão lateral,Com Vítimas Feridas,-5.910553,-35.261307
4552,2020-12-07,18:00:00,101.0,81,NATAL,Colisão transversal,Com Vítimas Feridas,-5.76469466,-35.28295988
4557,2020-12-07,18:00:00,101.0,81,NATAL,Colisão com objeto estático,Com Vítimas Feridas,-5.76469466,-35.28295988
4562,2020-12-07,18:00:00,101.0,81,NATAL,Colisão lateral,Com Vítimas Feridas,-5.76469466,-35.28295988
4567,2020-12-07,22:20:00,101.0,82,NATAL,Queda de ocupante de veículo,Com Vítimas Feridas,-5.76791511,-35.27456305
4570,2020-12-07,22:20:00,101.0,82,NATAL,Tombamento,Com Vítimas Feridas,-5.76791511,-35.27456305
4573,2020-12-07,22:20:00,101.0,82,NATAL,Colisão transversal,Com Vítimas Feridas,-5.76791511,-35.27456305
4576,2020-12-08,07:00:00,304.0,300,MACAIBA,Colisão transversal,Sem Vítimas,-5.8737673,-35.3150361
4578,2020-12-08,20:43:00,101.0,107,PARNAMIRIM,Colisão traseira,Com Vítimas Feridas,-5.919193,-35.264118
4580,2020-12-08,20:43:00,101.0,107,PARNAMIRIM,Tombamento,Com Vítimas Feridas,-5.919193,-35.264118
4582,2020-12-08,23:35:00,101.0,83,SAO GONCALO DO AMARANTE,Queda de ocupante de veículo,Com Vítimas Feridas,-5.771044,-35.266171
4584,2020-12-09,15:10:00,110.0,46,MOSSORO,Colisão traseira,Com Vítimas Feridas,-5.203384,-37.325634
4586,2020-12-09,18:20:00,101.0,98,NATAL,Colisão lateral,Sem Vítimas,-5.865723,-35.216537
4587,2020-12-10,16:30:00,304.0,282,MACAIBA,Engavetamento,Com Vítimas Feridas,-5.88438109,-35.47231297
4592,2020-12-10,17:30:00,304.0,36,MOSSORO,Queda de ocupante de veículo,Com Vítimas Feridas,-5.16853634,-37.35540171
4594,2020-12-10,17:30:00,304.0,36,MOSSORO,Colisão traseira,Com Vítimas Feridas,-5.16853634,-37.35540171
4596,2020-12-11,08:15:00,427.0,99,CAICO,Colisão frontal,Com Vítimas Feridas,-6.45929918,-37.09847983
4598,2020-12-11,08:15:00,427.0,99,CAICO,Tombamento,Com Vítimas Feridas,-6.45929918,-37.09847983
